user_id,event_name,platform,timestamp,month,date_only
340,app_open,android,2026-01-20 06:07:15,1,2026-01-20
375,click_pay,web,2026-01-20 06:08:15,1,2026-01-20
306,app_open,ios,2026-01-20 06:17:14,1,2026-01-20
466,payment_success,web,2026-01-20 06:57:15,1,2026-01-20
381,click_pay,android,2026-01-20 07:21:15,1,2026-01-20
309,enter_meter_reading,android,2026-01-20 07:23:14,1,2026-01-20
221,app_open,web,2026-01-20 07:26:15,1,2026-01-20
325,view_invoice,ios,2026-01-20 07:30:15,1,2026-01-20
399,view_invoice,web,2026-01-20 07:36:15,1,2026-01-20
462,click_pay,web,2026-01-20 07:37:14,1,2026-01-20
47,app_open,ios,2026-01-20 07:40:15,1,2026-01-20
358,click_pay,ios,2026-01-20 07:48:15,1,2026-01-20
418,app_open,ios,2026-01-20 07:55:14,1,2026-01-20
335,view_invoice,web,2026-01-20 08:07:15,1,2026-01-20
436,app_open,android,2026-01-20 08:11:15,1,2026-01-20
198,view_invoice,web,2026-01-20 08:12:14,1,2026-01-20
193,enter_meter_reading,android,2026-01-20 08:15:14,1,2026-01-20
163,app_open,android,2026-01-20 08:22:15,1,2026-01-20
258,enter_meter_reading,android,2026-01-20 08:30:15,1,2026-01-20
142,app_open,web,2026-01-20 08:45:15,1,2026-01-20
44,app_open,ios,2026-01-20 08:55:15,1,2026-01-20
168,app_open,web,2026-01-20 08:59:15,1,2026-01-20
402,app_open,ios,2026-01-20 09:18:14,1,2026-01-20
107,view_invoice,web,2026-01-20 09:18:14,1,2026-01-20
69,enter_meter_reading,ios,2026-01-20 09:27:15,1,2026-01-20
365,app_open,ios,2026-01-20 09:39:15,1,2026-01-20
80,app_open,web,2026-01-20 09:44:15,1,2026-01-20
248,app_open,web,2026-01-20 09:47:14,1,2026-01-20
232,payment_success,web,2026-01-20 10:04:15,1,2026-01-20
242,enter_meter_reading,web,2026-01-20 10:20:14,1,2026-01-20
167,app_open,ios,2026-01-20 10:22:15,1,2026-01-20
278,click_pay,android,2026-01-20 10:28:15,1,2026-01-20
238,enter_meter_reading,ios,2026-01-20 10:30:15,1,2026-01-20
192,payment_success,web,2026-01-20 10:34:15,1,2026-01-20
274,view_invoice,web,2026-01-20 10:41:15,1,2026-01-20
261,view_invoice,ios,2026-01-20 11:05:15,1,2026-01-20
340,view_invoice,ios,2026-01-20 11:06:15,1,2026-01-20
466,view_invoice,android,2026-01-20 11:07:15,1,2026-01-20
326,view_invoice,web,2026-01-20 11:07:15,1,2026-01-20
187,app_open,android,2026-01-20 11:45:14,1,2026-01-20
15,app_open,ios,2026-01-20 11:47:15,1,2026-01-20
136,app_open,ios,2026-01-20 11:53:14,1,2026-01-20
476,app_open,web,2026-01-20 11:55:15,1,2026-01-20
172,view_invoice,web,2026-01-20 11:55:15,1,2026-01-20
202,view_invoice,ios,2026-01-20 12:19:15,1,2026-01-20
39,app_open,web,2026-01-20 12:26:14,1,2026-01-20
283,click_pay,web,2026-01-20 12:43:15,1,2026-01-20
224,enter_meter_reading,android,2026-01-20 12:44:15,1,2026-01-20
202,payment_success,web,2026-01-20 13:00:15,1,2026-01-20
415,payment_success,ios,2026-01-20 13:14:15,1,2026-01-20
30,click_pay,ios,2026-01-20 13:31:15,1,2026-01-20
290,enter_meter_reading,ios,2026-01-20 13:32:15,1,2026-01-20
384,app_open,web,2026-01-20 14:20:15,1,2026-01-20
308,app_open,ios,2026-01-20 14:24:14,1,2026-01-20
430,app_open,ios,2026-01-20 14:30:15,1,2026-01-20
246,view_invoice,ios,2026-01-20 14:31:15,1,2026-01-20
180,view_invoice,ios,2026-01-20 14:44:15,1,2026-01-20
345,view_invoice,ios,2026-01-20 14:51:14,1,2026-01-20
242,app_open,web,2026-01-20 14:53:15,1,2026-01-20
421,click_pay,ios,2026-01-20 15:05:15,1,2026-01-20
71,app_open,ios,2026-01-20 15:07:15,1,2026-01-20
386,app_open,web,2026-01-20 15:12:15,1,2026-01-20
294,enter_meter_reading,web,2026-01-20 15:24:15,1,2026-01-20
349,app_open,android,2026-01-20 15:25:15,1,2026-01-20
222,enter_meter_reading,android,2026-01-20 15:28:15,1,2026-01-20
248,view_invoice,ios,2026-01-20 15:33:15,1,2026-01-20
320,enter_meter_reading,ios,2026-01-20 15:51:14,1,2026-01-20
417,payment_success,ios,2026-01-20 15:51:15,1,2026-01-20
57,app_open,ios,2026-01-20 16:02:14,1,2026-01-20
299,view_invoice,ios,2026-01-20 16:06:14,1,2026-01-20
490,view_invoice,android,2026-01-20 16:09:15,1,2026-01-20
298,payment_success,ios,2026-01-20 16:15:15,1,2026-01-20
196,enter_meter_reading,web,2026-01-20 16:19:15,1,2026-01-20
429,app_open,web,2026-01-20 16:22:15,1,2026-01-20
341,view_invoice,android,2026-01-20 16:26:15,1,2026-01-20
215,app_open,ios,2026-01-20 16:29:14,1,2026-01-20
181,view_invoice,ios,2026-01-20 16:31:15,1,2026-01-20
50,enter_meter_reading,android,2026-01-20 16:52:15,1,2026-01-20
91,app_open,ios,2026-01-20 16:54:15,1,2026-01-20
260,view_invoice,web,2026-01-20 16:55:14,1,2026-01-20
38,app_open,web,2026-01-20 17:09:15,1,2026-01-20
141,app_open,ios,2026-01-20 17:17:14,1,2026-01-20
260,enter_meter_reading,web,2026-01-20 17:36:15,1,2026-01-20
140,enter_meter_reading,android,2026-01-20 17:52:15,1,2026-01-20
419,enter_meter_reading,ios,2026-01-20 17:52:15,1,2026-01-20
463,click_pay,android,2026-01-20 17:56:15,1,2026-01-20
464,view_invoice,ios,2026-01-20 17:57:14,1,2026-01-20
133,app_open,web,2026-01-20 18:08:14,1,2026-01-20
236,enter_meter_reading,android,2026-01-20 18:11:15,1,2026-01-20
248,app_open,web,2026-01-20 18:13:15,1,2026-01-20
285,view_invoice,ios,2026-01-20 18:29:15,1,2026-01-20
452,view_invoice,android,2026-01-20 18:47:15,1,2026-01-20
493,enter_meter_reading,android,2026-01-20 18:50:14,1,2026-01-20
189,app_open,web,2026-01-20 18:59:15,1,2026-01-20
169,enter_meter_reading,android,2026-01-20 19:04:15,1,2026-01-20
134,app_open,web,2026-01-20 19:17:15,1,2026-01-20
114,view_invoice,android,2026-01-20 19:22:15,1,2026-01-20
321,view_invoice,android,2026-01-20 19:36:15,1,2026-01-20
376,enter_meter_reading,ios,2026-01-20 19:39:14,1,2026-01-20
459,enter_meter_reading,android,2026-01-20 19:45:15,1,2026-01-20
236,app_open,android,2026-01-20 19:57:14,1,2026-01-20
67,app_open,web,2026-01-20 19:57:15,1,2026-01-20
191,enter_meter_reading,web,2026-01-20 19:58:15,1,2026-01-20
187,click_pay,android,2026-01-20 20:10:15,1,2026-01-20
500,app_open,web,2026-01-20 20:17:15,1,2026-01-20
42,enter_meter_reading,android,2026-01-20 20:25:14,1,2026-01-20
117,enter_meter_reading,web,2026-01-20 20:29:15,1,2026-01-20
24,view_invoice,web,2026-01-20 20:33:14,1,2026-01-20
61,app_open,android,2026-01-20 20:34:14,1,2026-01-20
348,view_invoice,ios,2026-01-20 20:34:15,1,2026-01-20
347,app_open,ios,2026-01-20 20:36:15,1,2026-01-20
346,payment_success,ios,2026-01-20 20:51:15,1,2026-01-20
344,view_invoice,web,2026-01-20 20:56:14,1,2026-01-20
325,click_pay,web,2026-01-20 20:57:14,1,2026-01-20
403,app_open,web,2026-01-20 21:03:15,1,2026-01-20
276,enter_meter_reading,web,2026-01-20 21:11:15,1,2026-01-20
22,payment_success,android,2026-01-20 21:24:15,1,2026-01-20
418,view_invoice,web,2026-01-20 21:31:14,1,2026-01-20
313,app_open,web,2026-01-20 21:52:15,1,2026-01-20
126,view_invoice,ios,2026-01-20 22:01:15,1,2026-01-20
66,app_open,android,2026-01-20 22:18:15,1,2026-01-20
119,app_open,android,2026-01-20 22:18:15,1,2026-01-20
5,app_open,web,2026-01-20 22:31:15,1,2026-01-20
199,enter_meter_reading,ios,2026-01-20 22:41:15,1,2026-01-20
60,enter_meter_reading,ios,2026-01-20 22:42:15,1,2026-01-20
14,view_invoice,android,2026-01-20 22:44:15,1,2026-01-20
326,view_invoice,android,2026-01-20 22:55:15,1,2026-01-20
413,app_open,android,2026-01-20 23:09:15,1,2026-01-20
253,click_pay,web,2026-01-20 23:10:14,1,2026-01-20
486,app_open,ios,2026-01-20 23:58:14,1,2026-01-20
159,app_open,android,2026-01-21 00:03:14,1,2026-01-21
211,enter_meter_reading,ios,2026-01-21 00:05:14,1,2026-01-21
64,click_pay,web,2026-01-21 00:14:15,1,2026-01-21
482,payment_success,web,2026-01-21 00:14:15,1,2026-01-21
95,app_open,web,2026-01-21 00:22:14,1,2026-01-21
308,view_invoice,android,2026-01-21 00:39:15,1,2026-01-21
50,app_open,ios,2026-01-21 00:58:15,1,2026-01-21
248,payment_success,ios,2026-01-21 01:07:15,1,2026-01-21
470,app_open,web,2026-01-21 01:18:15,1,2026-01-21
427,app_open,android,2026-01-21 01:31:15,1,2026-01-21
273,app_open,ios,2026-01-21 01:32:14,1,2026-01-21
130,app_open,web,2026-01-21 01:41:15,1,2026-01-21
194,enter_meter_reading,android,2026-01-21 01:42:15,1,2026-01-21
394,enter_meter_reading,android,2026-01-21 02:00:15,1,2026-01-21
219,app_open,ios,2026-01-21 02:11:15,1,2026-01-21
30,view_invoice,web,2026-01-21 02:18:15,1,2026-01-21
410,payment_success,ios,2026-01-21 02:25:15,1,2026-01-21
400,view_invoice,ios,2026-01-21 02:30:14,1,2026-01-21
401,payment_success,ios,2026-01-21 02:43:14,1,2026-01-21
267,app_open,ios,2026-01-21 02:47:15,1,2026-01-21
112,view_invoice,web,2026-01-21 02:51:15,1,2026-01-21
488,view_invoice,ios,2026-01-21 03:02:15,1,2026-01-21
35,payment_success,ios,2026-01-21 03:04:15,1,2026-01-21
168,app_open,web,2026-01-21 03:05:14,1,2026-01-21
153,app_open,android,2026-01-21 03:11:14,1,2026-01-21
93,app_open,web,2026-01-21 03:27:15,1,2026-01-21
119,view_invoice,web,2026-01-21 03:34:15,1,2026-01-21
220,enter_meter_reading,ios,2026-01-21 03:35:15,1,2026-01-21
344,click_pay,android,2026-01-21 03:36:15,1,2026-01-21
437,view_invoice,android,2026-01-21 03:39:15,1,2026-01-21
393,click_pay,web,2026-01-21 03:43:15,1,2026-01-21
7,enter_meter_reading,web,2026-01-21 03:44:15,1,2026-01-21
187,enter_meter_reading,web,2026-01-21 03:56:14,1,2026-01-21
315,view_invoice,ios,2026-01-21 04:01:14,1,2026-01-21
396,enter_meter_reading,android,2026-01-21 04:17:15,1,2026-01-21
36,app_open,ios,2026-01-21 04:28:15,1,2026-01-21
194,view_invoice,web,2026-01-21 04:31:15,1,2026-01-21
47,payment_success,android,2026-01-21 04:34:15,1,2026-01-21
321,click_pay,web,2026-01-21 04:55:14,1,2026-01-21
160,app_open,web,2026-01-21 04:56:15,1,2026-01-21
379,app_open,web,2026-01-21 05:08:14,1,2026-01-21
99,click_pay,ios,2026-01-21 05:36:14,1,2026-01-21
147,app_open,android,2026-01-21 05:42:15,1,2026-01-21
203,app_open,android,2026-01-21 05:50:15,1,2026-01-21
411,app_open,web,2026-01-21 05:51:14,1,2026-01-21
146,click_pay,ios,2026-01-21 05:54:14,1,2026-01-21
316,payment_success,web,2026-01-21 05:56:15,1,2026-01-21
102,enter_meter_reading,web,2026-01-21 06:12:15,1,2026-01-21
394,click_pay,android,2026-01-21 06:22:15,1,2026-01-21
369,app_open,web,2026-01-21 06:24:15,1,2026-01-21
190,enter_meter_reading,web,2026-01-21 06:31:15,1,2026-01-21
381,view_invoice,web,2026-01-21 06:39:14,1,2026-01-21
14,app_open,android,2026-01-21 07:00:14,1,2026-01-21
47,view_invoice,web,2026-01-21 07:02:15,1,2026-01-21
313,app_open,android,2026-01-21 07:02:15,1,2026-01-21
353,app_open,web,2026-01-21 07:13:15,1,2026-01-21
30,enter_meter_reading,ios,2026-01-21 07:32:14,1,2026-01-21
255,view_invoice,web,2026-01-21 07:40:15,1,2026-01-21
223,app_open,ios,2026-01-21 07:49:14,1,2026-01-21
298,view_invoice,android,2026-01-21 07:52:15,1,2026-01-21
80,click_pay,ios,2026-01-21 07:56:15,1,2026-01-21
87,click_pay,ios,2026-01-21 07:59:15,1,2026-01-21
370,app_open,android,2026-01-21 08:00:15,1,2026-01-21
219,app_open,web,2026-01-21 08:11:15,1,2026-01-21
277,app_open,android,2026-01-21 08:14:15,1,2026-01-21
325,click_pay,android,2026-01-21 08:14:15,1,2026-01-21
145,app_open,web,2026-01-21 08:18:14,1,2026-01-21
320,enter_meter_reading,android,2026-01-21 08:19:14,1,2026-01-21
2,view_invoice,android,2026-01-21 08:19:15,1,2026-01-21
475,payment_success,ios,2026-01-21 08:29:15,1,2026-01-21
176,click_pay,web,2026-01-21 08:32:15,1,2026-01-21
73,view_invoice,ios,2026-01-21 08:40:15,1,2026-01-21
220,payment_success,web,2026-01-21 08:42:14,1,2026-01-21
104,view_invoice,web,2026-01-21 08:47:15,1,2026-01-21
333,view_invoice,ios,2026-01-21 08:49:14,1,2026-01-21
420,click_pay,ios,2026-01-21 08:49:15,1,2026-01-21
76,payment_success,ios,2026-01-21 08:49:15,1,2026-01-21
17,app_open,ios,2026-01-21 08:53:15,1,2026-01-21
297,app_open,ios,2026-01-21 09:02:14,1,2026-01-21
209,app_open,ios,2026-01-21 09:07:14,1,2026-01-21
472,click_pay,web,2026-01-21 09:09:15,1,2026-01-21
335,app_open,android,2026-01-21 09:26:14,1,2026-01-21
141,app_open,android,2026-01-21 09:29:15,1,2026-01-21
243,click_pay,ios,2026-01-21 09:35:15,1,2026-01-21
477,app_open,web,2026-01-21 09:40:14,1,2026-01-21
252,app_open,ios,2026-01-21 09:43:15,1,2026-01-21
393,app_open,ios,2026-01-21 09:55:14,1,2026-01-21
423,click_pay,android,2026-01-21 10:08:14,1,2026-01-21
181,app_open,web,2026-01-21 10:10:14,1,2026-01-21
433,view_invoice,web,2026-01-21 10:11:15,1,2026-01-21
447,enter_meter_reading,ios,2026-01-21 10:14:15,1,2026-01-21
128,app_open,web,2026-01-21 10:23:14,1,2026-01-21
482,click_pay,web,2026-01-21 10:36:15,1,2026-01-21
281,enter_meter_reading,web,2026-01-21 10:36:15,1,2026-01-21
339,view_invoice,android,2026-01-21 10:41:15,1,2026-01-21
12,app_open,web,2026-01-21 10:46:15,1,2026-01-21
221,view_invoice,web,2026-01-21 10:54:15,1,2026-01-21
41,enter_meter_reading,ios,2026-01-21 11:20:14,1,2026-01-21
190,view_invoice,web,2026-01-21 11:20:15,1,2026-01-21
16,view_invoice,ios,2026-01-21 11:45:15,1,2026-01-21
407,enter_meter_reading,ios,2026-01-21 11:46:15,1,2026-01-21
138,app_open,web,2026-01-21 12:08:15,1,2026-01-21
490,app_open,ios,2026-01-21 12:10:15,1,2026-01-21
258,payment_success,web,2026-01-21 12:21:14,1,2026-01-21
384,payment_success,ios,2026-01-21 12:23:14,1,2026-01-21
448,app_open,ios,2026-01-21 12:25:15,1,2026-01-21
391,app_open,web,2026-01-21 12:32:15,1,2026-01-21
484,view_invoice,android,2026-01-21 12:41:15,1,2026-01-21
56,view_invoice,android,2026-01-21 12:45:15,1,2026-01-21
489,app_open,android,2026-01-21 13:14:15,1,2026-01-21
22,app_open,android,2026-01-21 13:20:15,1,2026-01-21
443,view_invoice,android,2026-01-21 13:23:14,1,2026-01-21
201,payment_success,ios,2026-01-21 13:27:15,1,2026-01-21
187,click_pay,android,2026-01-21 14:00:15,1,2026-01-21
461,enter_meter_reading,android,2026-01-21 14:06:15,1,2026-01-21
138,enter_meter_reading,android,2026-01-21 14:33:15,1,2026-01-21
88,app_open,web,2026-01-21 14:41:15,1,2026-01-21
281,enter_meter_reading,android,2026-01-21 14:47:14,1,2026-01-21
470,enter_meter_reading,web,2026-01-21 15:01:14,1,2026-01-21
394,app_open,ios,2026-01-21 15:04:15,1,2026-01-21
238,app_open,web,2026-01-21 15:09:14,1,2026-01-21
122,enter_meter_reading,android,2026-01-21 15:14:15,1,2026-01-21
400,enter_meter_reading,ios,2026-01-21 15:18:14,1,2026-01-21
50,app_open,android,2026-01-21 15:29:15,1,2026-01-21
234,app_open,web,2026-01-21 15:35:14,1,2026-01-21
295,enter_meter_reading,ios,2026-01-21 15:42:15,1,2026-01-21
416,enter_meter_reading,android,2026-01-21 16:01:15,1,2026-01-21
403,view_invoice,android,2026-01-21 16:11:15,1,2026-01-21
41,app_open,web,2026-01-21 16:31:15,1,2026-01-21
314,app_open,android,2026-01-21 16:44:15,1,2026-01-21
112,click_pay,web,2026-01-21 16:46:15,1,2026-01-21
121,view_invoice,ios,2026-01-21 16:50:14,1,2026-01-21
232,payment_success,android,2026-01-21 16:54:15,1,2026-01-21
233,app_open,ios,2026-01-21 17:07:15,1,2026-01-21
112,view_invoice,ios,2026-01-21 17:24:15,1,2026-01-21
261,app_open,web,2026-01-21 17:26:15,1,2026-01-21
209,enter_meter_reading,android,2026-01-21 17:28:14,1,2026-01-21
93,view_invoice,web,2026-01-21 17:45:15,1,2026-01-21
29,click_pay,ios,2026-01-21 18:11:15,1,2026-01-21
462,app_open,ios,2026-01-21 18:13:15,1,2026-01-21
74,view_invoice,ios,2026-01-21 18:18:15,1,2026-01-21
143,app_open,android,2026-01-21 18:27:15,1,2026-01-21
87,app_open,android,2026-01-21 18:34:15,1,2026-01-21
468,enter_meter_reading,android,2026-01-21 18:49:14,1,2026-01-21
318,payment_success,ios,2026-01-21 18:53:14,1,2026-01-21
424,view_invoice,ios,2026-01-21 18:54:15,1,2026-01-21
90,view_invoice,android,2026-01-21 19:13:15,1,2026-01-21
71,payment_success,ios,2026-01-21 19:29:15,1,2026-01-21
326,app_open,web,2026-01-21 19:53:15,1,2026-01-21
262,app_open,ios,2026-01-21 20:03:15,1,2026-01-21
346,app_open,web,2026-01-21 20:18:15,1,2026-01-21
175,app_open,web,2026-01-21 20:48:15,1,2026-01-21
364,enter_meter_reading,web,2026-01-21 21:07:15,1,2026-01-21
8,view_invoice,ios,2026-01-21 21:13:15,1,2026-01-21
177,app_open,ios,2026-01-21 21:19:15,1,2026-01-21
459,enter_meter_reading,web,2026-01-21 21:22:15,1,2026-01-21
81,app_open,ios,2026-01-21 21:38:14,1,2026-01-21
183,view_invoice,android,2026-01-21 21:52:14,1,2026-01-21
278,app_open,web,2026-01-21 22:18:15,1,2026-01-21
62,app_open,web,2026-01-21 22:22:15,1,2026-01-21
51,app_open,ios,2026-01-21 22:24:15,1,2026-01-21
114,view_invoice,ios,2026-01-21 22:25:14,1,2026-01-21
249,view_invoice,ios,2026-01-21 22:35:15,1,2026-01-21
155,view_invoice,ios,2026-01-21 23:09:15,1,2026-01-21
19,enter_meter_reading,web,2026-01-21 23:40:14,1,2026-01-21
248,enter_meter_reading,web,2026-01-21 23:44:15,1,2026-01-21
469,view_invoice,ios,2026-01-22 00:06:15,1,2026-01-22
223,payment_success,web,2026-01-22 00:12:15,1,2026-01-22
390,app_open,ios,2026-01-22 00:18:15,1,2026-01-22
179,app_open,ios,2026-01-22 00:19:15,1,2026-01-22
89,enter_meter_reading,web,2026-01-22 00:19:15,1,2026-01-22
394,click_pay,web,2026-01-22 00:20:14,1,2026-01-22
305,app_open,web,2026-01-22 00:34:14,1,2026-01-22
263,view_invoice,web,2026-01-22 01:05:15,1,2026-01-22
102,click_pay,android,2026-01-22 02:09:15,1,2026-01-22
366,app_open,web,2026-01-22 02:10:15,1,2026-01-22
380,view_invoice,android,2026-01-22 02:16:15,1,2026-01-22
84,payment_success,web,2026-01-22 02:16:15,1,2026-01-22
279,payment_success,ios,2026-01-22 02:28:15,1,2026-01-22
224,app_open,ios,2026-01-22 02:28:15,1,2026-01-22
445,payment_success,web,2026-01-22 02:35:15,1,2026-01-22
268,enter_meter_reading,web,2026-01-22 02:38:14,1,2026-01-22
404,view_invoice,android,2026-01-22 02:48:14,1,2026-01-22
256,view_invoice,ios,2026-01-22 02:54:15,1,2026-01-22
334,payment_success,web,2026-01-22 02:57:15,1,2026-01-22
411,app_open,ios,2026-01-22 03:01:15,1,2026-01-22
125,enter_meter_reading,ios,2026-01-22 03:20:15,1,2026-01-22
305,view_invoice,web,2026-01-22 03:23:14,1,2026-01-22
346,click_pay,web,2026-01-22 03:41:15,1,2026-01-22
338,view_invoice,android,2026-01-22 03:54:14,1,2026-01-22
278,enter_meter_reading,ios,2026-01-22 04:02:15,1,2026-01-22
440,view_invoice,web,2026-01-22 04:08:14,1,2026-01-22
52,view_invoice,ios,2026-01-22 04:13:14,1,2026-01-22
384,app_open,android,2026-01-22 04:15:15,1,2026-01-22
482,payment_success,web,2026-01-22 04:29:15,1,2026-01-22
489,app_open,android,2026-01-22 04:34:14,1,2026-01-22
197,app_open,web,2026-01-22 04:45:15,1,2026-01-22
57,app_open,ios,2026-01-22 04:47:15,1,2026-01-22
392,click_pay,ios,2026-01-22 04:58:15,1,2026-01-22
272,payment_success,android,2026-01-22 05:10:15,1,2026-01-22
71,app_open,web,2026-01-22 05:18:15,1,2026-01-22
118,app_open,android,2026-01-22 05:24:15,1,2026-01-22
246,view_invoice,web,2026-01-22 06:00:15,1,2026-01-22
45,view_invoice,android,2026-01-22 06:11:15,1,2026-01-22
137,view_invoice,ios,2026-01-22 06:11:15,1,2026-01-22
24,enter_meter_reading,ios,2026-01-22 06:13:14,1,2026-01-22
262,app_open,ios,2026-01-22 06:17:15,1,2026-01-22
42,app_open,ios,2026-01-22 06:35:15,1,2026-01-22
140,app_open,android,2026-01-22 06:36:15,1,2026-01-22
249,view_invoice,ios,2026-01-22 06:37:14,1,2026-01-22
411,app_open,ios,2026-01-22 06:37:15,1,2026-01-22
8,app_open,web,2026-01-22 06:44:15,1,2026-01-22
123,enter_meter_reading,android,2026-01-22 06:48:15,1,2026-01-22
277,app_open,web,2026-01-22 06:49:15,1,2026-01-22
97,app_open,android,2026-01-22 07:12:15,1,2026-01-22
274,app_open,android,2026-01-22 07:17:14,1,2026-01-22
126,enter_meter_reading,web,2026-01-22 07:43:15,1,2026-01-22
125,view_invoice,ios,2026-01-22 07:48:14,1,2026-01-22
395,app_open,ios,2026-01-22 07:49:15,1,2026-01-22
265,app_open,web,2026-01-22 07:52:15,1,2026-01-22
480,view_invoice,web,2026-01-22 08:00:14,1,2026-01-22
104,app_open,android,2026-01-22 08:09:15,1,2026-01-22
355,app_open,ios,2026-01-22 08:11:15,1,2026-01-22
214,view_invoice,web,2026-01-22 08:26:15,1,2026-01-22
128,app_open,android,2026-01-22 08:29:14,1,2026-01-22
255,payment_success,android,2026-01-22 08:42:15,1,2026-01-22
472,payment_success,ios,2026-01-22 08:49:14,1,2026-01-22
112,enter_meter_reading,android,2026-01-22 08:50:15,1,2026-01-22
256,enter_meter_reading,ios,2026-01-22 08:57:15,1,2026-01-22
243,app_open,ios,2026-01-22 09:08:15,1,2026-01-22
409,app_open,web,2026-01-22 09:12:15,1,2026-01-22
364,view_invoice,ios,2026-01-22 09:36:15,1,2026-01-22
457,enter_meter_reading,web,2026-01-22 09:41:15,1,2026-01-22
432,view_invoice,web,2026-01-22 09:52:14,1,2026-01-22
195,payment_success,ios,2026-01-22 09:58:15,1,2026-01-22
85,app_open,ios,2026-01-22 10:08:14,1,2026-01-22
121,view_invoice,ios,2026-01-22 10:08:15,1,2026-01-22
296,payment_success,ios,2026-01-22 10:08:15,1,2026-01-22
420,enter_meter_reading,web,2026-01-22 10:10:15,1,2026-01-22
445,click_pay,web,2026-01-22 10:11:14,1,2026-01-22
468,app_open,ios,2026-01-22 10:11:15,1,2026-01-22
145,view_invoice,ios,2026-01-22 10:17:14,1,2026-01-22
12,app_open,ios,2026-01-22 10:28:15,1,2026-01-22
351,app_open,android,2026-01-22 10:32:15,1,2026-01-22
447,view_invoice,web,2026-01-22 10:33:14,1,2026-01-22
498,click_pay,android,2026-01-22 10:56:14,1,2026-01-22
312,app_open,ios,2026-01-22 10:58:14,1,2026-01-22
389,view_invoice,android,2026-01-22 11:13:15,1,2026-01-22
321,app_open,web,2026-01-22 11:29:15,1,2026-01-22
81,enter_meter_reading,ios,2026-01-22 11:35:15,1,2026-01-22
